TREE_SCORE
0.0003
TREE_SCORE_NO_REWARD
0.0003
REWARD_CONTRIBUTION
0.0000
ROOT_DEGREE
1

PARENT_NODE	CHILD_NODE
mut112	0.0970,0.4870,0.0646,0.6737,0.0864,0.7785,0.1172,0.5169,0.0087,0.6164,0.0873,0.4028,0.0226,0.4909,0.0290	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0010,0.0376,0.0009,0.0048,0.0118,0.0124,0.0002,0.0167,0.0032,0.0148,0.0007,0.0028,0.0067,0.0273,0.0007
mut113	0.1166,0.5027,0.0784,0.7202,0.1032,0.7327,0.1095,0.4667,0.0130,0.6262,0.0739,0.4348,0.0169,0.5436,0.0218	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0206,0.0534,0.0129,0.0418,0.0049,0.0333,0.0079,0.0335,0.0075,0.0247,0.0140,0.0348,0.0010,0.0254,0.0065
mut114	0.0720,0.4907,0.0595,0.6557,0.0678,0.7635,0.1078,0.4886,0.0044,0.5939,0.0696,0.4051,0.0134,0.5000,0.0252	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0240,0.0414,0.0061,0.0227,0.0305,0.0026,0.0096,0.0115,0.0011,0.0077,0.0183,0.0050,0.0025,0.0182,0.0031
mut115	0.1097,0.4720,0.0802,0.6593,0.0873,0.7379,0.1271,0.5390,0.0000,0.6061,0.0918,0.3838,0.0171,0.5040,0.0453	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0137,0.0227,0.0146,0.0192,0.0110,0.0282,0.0097,0.0388,0.0055,0.0045,0.0038,0.0162,0.0012,0.0142,0.0170
mut116	0.0890,0.4834,0.0335,0.6817,0.0943,0.7414,0.1055,0.4112,0.0000,0.7140,0.0713,0.4103,0.0000,0.4673,0.0299	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0070,0.0340,0.0321,0.0033,0.0040,0.0247,0.0119,0.0889,0.0055,0.1124,0.0167,0.0103,0.0159,0.0509,0.0016
mut117	0.0996,0.4473,0.0507,0.6278,0.0814,0.7517,0.0881,0.5216,0.0042,0.6448,0.0876,0.3375,0.0083,0.5499,0.0412	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0036,0.0020,0.0149,0.0506,0.0169,0.0144,0.0293,0.0214,0.0013,0.0432,0.0003,0.0625,0.0076,0.0317,0.0129
mut118	0.1000,0.4306,0.0868,0.5725,0.1305,0.7048,0.1187,0.5505,0.0041,0.6275,0.0926,0.4188,0.0095,0.5307,0.0166	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0040,0.0188,0.0212,0.1059,0.0323,0.0612,0.0013,0.0504,0.0014,0.0260,0.0046,0.0188,0.0063,0.0125,0.0117
mut119	0.0855,0.4378,0.0805,0.6431,0.0979,0.7926,0.1158,0.4556,0.0072,0.5894,0.1015,0.3598,0.0161,0.5010,0.0375	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0104,0.0116,0.0149,0.0353,0.0004,0.0265,0.0016,0.0446,0.0017,0.0122,0.0135,0.0402,0.0002,0.0172,0.0092
mut120	0.1161,0.4532,0.0782,0.6926,0.1047,0.7791,0.1230,0.4586,0.0000,0.5312,0.0828,0.4283,0.0076,0.5455,0.0385	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0201,0.0039,0.0126,0.0141,0.0064,0.0130,0.0056,0.0415,0.0055,0.0703,0.0051,0.0282,0.0082,0.0272,0.0102
mut121	0.0875,0.4146,0.0726,0.6841,0.0943,0.7660,0.1439,0.4878,0.0075,0.6180,0.0949,0.3893,0.0204,0.5407,0.0180	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0085,0.0347,0.0070,0.0057,0.0040,0.0000,0.0265,0.0123,0.0020,0.0165,0.0069,0.0107,0.0045,0.0225,0.0103
mut122	0.0909,0.4924,0.0694,0.6622,0.1075,0.7767,0.0941,0.4906,0.0075,0.6004,0.0724,0.4286,0.0180,0.5336,0.0216	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0051,0.0431,0.0039,0.0162,0.0092,0.0106,0.0233,0.0096,0.0020,0.0012,0.0155,0.0286,0.0021,0.0154,0.0067
mut123	0.1022,0.3724,0.0426,0.7839,0.0808,0.7704,0.1532,0.5000,0.0000,0.5301,0.0773,0.4052,0.0124,0.4758,0.0166	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0062,0.0769,0.0229,0.1055,0.0175,0.0043,0.0358,0.0001,0.0055,0.0715,0.0106,0.0052,0.0034,0.0424,0.0117
mut124	0.1172,0.4596,0.0782,0.7449,0.1377,0.8119,0.1235,0.4907,0.0163,0.6109,0.1014,0.4087,0.0157,0.5254,0.0488	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0212,0.0103,0.0127,0.0665,0.0394,0.0459,0.0061,0.0094,0.0108,0.0093,0.0135,0.0087,0.0002,0.0072,0.0205
mut125	0.0755,0.4386,0.0680,0.7105,0.1398,0.7571,0.1191,0.4926,0.0046,0.6521,0.0862,0.3673,0.0372,0.4867,0.0177	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0205,0.0107,0.0024,0.0321,0.0416,0.0089,0.0018,0.0076,0.0009,0.0505,0.0018,0.0328,0.0213,0.0315,0.0106
mut126	0.0879,0.4286,0.0584,0.6911,0.0728,0.8168,0.1622,0.5072,0.0043,0.6071,0.1106,0.3951,0.0000,0.4972,0.0252	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0081,0.0208,0.0072,0.0127,0.0255,0.0507,0.0448,0.0071,0.0012,0.0055,0.0227,0.0049,0.0159,0.0210,0.0031
mut127	0.0802,0.4527,0.0783,0.6273,0.0747,0.7315,0.0991,0.5277,0.0046,0.5948,0.0786,0.4353,0.0228,0.5032,0.0372	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0158,0.0033,0.0127,0.0511,0.0236,0.0346,0.0183,0.0275,0.0009,0.0067,0.0094,0.0353,0.0069,0.0150,0.0089
mut128	0.1029,0.4255,0.0561,0.7572,0.0852,0.7231,0.1116,0.5651,0.0035,0.5649,0.0716,0.4129,0.0251,0.4917,0.0119	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0069,0.0238,0.0094,0.0788,0.0131,0.0429,0.0058,0.0649,0.0020,0.0367,0.0164,0.0129,0.0092,0.0265,0.0164
mut129	0.1002,0.4563,0.0756,0.7252,0.1021,0.8273,0.1048,0.4974,0.0150,0.5773,0.1048,0.4343,0.0000,0.5685,0.0266	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0043,0.0070,0.0101,0.0468,0.0038,0.0613,0.0126,0.0027,0.0095,0.0243,0.0168,0.0343,0.0159,0.0503,0.0017
mut130	0.0917,0.4481,0.0562,0.6521,0.1032,0.7966,0.1327,0.5010,0.0000,0.5761,0.1455,0.3769,0.0121,0.5158,0.0157	0.0960,0.4493,0.0656,0.6784,0.0983,0.7661,0.1174,0.5001,0.0055,0.6016,0.0880,0.4000,0.0159,0.5182,0.0283	0.0042,0.0013,0.0093,0.0263,0.0049,0.0306,0.0153,0.0008,0.0055,0.0255,0.0575,0.0232,0.0038,0.0024,0.0126
